fishno,folder,picname,cal ,pop
BOR_23-125,AT,BOR_23-125_L_W,515,Atlantic
BOR_23-125,AT,BOR_23-125_R_W,515,Atlantic
BOR_23-126,AT,BOR_23-126_L_W,515,Atlantic
BOR_23-126,AT,BOR_23-126_R_W,515,Atlantic
DEE_1_2021,AT,DEE_1_2021_L_W,515,Atlantic
DEE_1_2021,AT,DEE_1_2021_R_W,515,Atlantic
DEE_10_2021,AT,DEE_10_2021_L_W,515,Atlantic
DEE_10_2021,AT,DEE_10_2021_R_W,515,Atlantic
DEE_11_2021,AT,DEE_11_2021_L_W,515,Atlantic
DEE_11_2021,AT,DEE_11_2021_R_W,515,Atlantic
DEE_2_2021,AT,DEE_2_2021_L_W,515,Atlantic
DEE_2_2021,AT,DEE_2_2021_R_W,515,Atlantic
DEE_3_2021,AT,DEE_3_2021_R_W,515,Atlantic
DEE_4_2021,AT,DEE_4_2021_L_W,515,Atlantic
DEE_4_2021,AT,DEE_4_2021_R_W,515,Atlantic
DEE_5_2021,AT,DEE_5_2021_L_W,515,Atlantic
DEE_5_2021,AT,DEE_5_2021_R_W,515,Atlantic
DEE_6_2021,AT,DEE_6_2021_L_W,515,Atlantic
DEE_8_2021,AT,DEE_8_2021_L_W,515,Atlantic
DEE_9_2021,AT,DEE_9_2021_L_W,515,Atlantic
DEE_9_2021,AT,DEE_9_2021_R_W,515,Atlantic
ENG_17_067_1,AT,ENG_17_067_1_L_W,515,Atlantic
ENG_17_067_2,AT,ENG_17_067_2_L_W,515,Atlantic
ENG_17_067_3,AT,ENG_17_067_3_L_W,515,Atlantic
ENG_17_067_3,AT,ENG_17_067_3_R_W,515,Atlantic
ENG_17_068_1,AT,ENG_17_068_1_L_W,515,Atlantic
ENG_17_069_1,AT,ENG_17_069_1_L_W,515,Atlantic
ENG_17_069_1,AT,ENG_17_069_1_R_W,515,Atlantic
ENG_17_069_2,AT,ENG_17_069_2_R_W,515,Atlantic
ENG_17_069_3,AT,ENG_17_069_3_L_W,515,Atlantic
ENG_17_070_1,AT,ENG_17_070_1_R_W,515,Atlantic
ENG_21_061_1,AT,ENG_21_061_1_L_W,515,Atlantic
ENG_21_061_2,AT,ENG_21_061_2_L_W,515,Atlantic
ENG_21_061_3,AT,ENG_21_061_3_L_W,515,Atlantic
ENG_21_061_4,AT,ENG_21_061_4_L_W,515,Atlantic
ENG_21_061_5,AT,ENG_21_061_5_L_W,515,Atlantic
ENG_21_061_5,AT,ENG_21_061_5_R_W,515,Atlantic
ENG_21_061_6,AT,ENG_21_061_6_R_W,515,Atlantic
F11,AT,F11_L_W,515,Atlantic
F21,AT,F21_L_W,515,Atlantic
F22,AT,F22_R_W,515,Atlantic
F24,AT,F24_L_W,515,Atlantic
F25,AT,F25_R_W,515,Atlantic
F26,AT,F26_R_W,515,Atlantic
F27,AT,F27_L_W,515,Atlantic
F30,AT,F30_L_W,515,Atlantic
FAR_1,AT,FAR_1_L_W,515,Atlantic
FAR_1,AT,FAR_1_R_W,515,Atlantic
FAR_10,AT,FAR_10_L_W,515,Atlantic
FAR_10,AT,FAR_10_R_W,515,Atlantic
FAR_11,AT,FAR_11_L_W,515,Atlantic
FAR_11,AT,FAR_11_R_W,515,Atlantic
FAR_12,AT,FAR_12_L_W,515,Atlantic
FAR_12,AT,FAR_12_R_W,515,Atlantic
FAR_2,AT,FAR_2_L_W,515,Atlantic
FAR_2,AT,FAR_2_R_W,515,Atlantic
FAR_3,AT,FAR_3_L_W,515,Atlantic
FAR_3,AT,FAR_3_R_W,515,Atlantic
FAR_4,AT,FAR_4_L_W,515,Atlantic
FAR_4,AT,FAR_4_R_W,515,Atlantic
FAR_5,AT,FAR_5_L_W,515,Atlantic
FAR_5,AT,FAR_5_R_W,515,Atlantic
FAR_7,AT,FAR_7_L_W,515,Atlantic
FAR_7,AT,FAR_7_R_W,515,Atlantic
FAR_8,AT,FAR_8_L_W,515,Atlantic
FAR_8,AT,FAR_8_R_W,515,Atlantic
GL_1,AT,GL_1_L_W,413,Atlantic
GL_1,AT,GL_1_R_W,413,Atlantic
GL_10,AT,GL_10_L_W,515,Atlantic
GL_10,AT,GL_10_R_W,515,Atlantic
GL_11,AT,GL_11_L_W,515,Atlantic
GL_11,AT,GL_11_R_W,515,Atlantic
GL_2,AT,GL_2_L_W,413,Atlantic
GL_3,AT,GL_3_L_W,413,Atlantic
GL_3,AT,GL_3_R_W,413,Atlantic
GL_4,AT,GL_4_L_W,413,Atlantic
GL_4,AT,GL_4_R_W,413,Atlantic
GL_5,AT,GL_5_L_W,413,Atlantic
GL_5,AT,GL_5_R_W,413,Atlantic
GL_6,AT,GL_6_L_W,413,Atlantic
GL_6,AT,GL_6_R_W,413,Atlantic
GL_7,AT,GL_7_L_W,413,Atlantic
GL_8,AT,GL_8_L_W,413,Atlantic
GL_8,AT,GL_8_R_W,413,Atlantic
GL_9,AT,GL_9_L_W,413,Atlantic
GL_9,AT,GL_9_R_W,413,Atlantic
ICELAND_1,AT,ICELAND_1_R_W,515,Atlantic
ICELAND_10,AT,ICELAND_10_L_W,515,Atlantic
ICELAND_11,AT,ICELAND_11_L_W,515,Atlantic
ICELAND_12,AT,ICELAND_12_L_W,515,Atlantic
ICELAND_12,AT,ICELAND_12_R_W,515,Atlantic
ICELAND_13,AT,ICELAND_13_L_W,515,Atlantic
ICELAND_13,AT,ICELAND_13_R_W,515,Atlantic
ICELAND_14,AT,ICELAND_14_R_W,515,Atlantic
ICELAND_15,AT,ICELAND_15_L_W,515,Atlantic
ICELAND_16,AT,ICELAND_16_R_W,515,Atlantic
ICELAND_18,AT,ICELAND_18_L_W,515,Atlantic
ICELAND_19,AT,ICELAND_19_L_W,515,Atlantic
ICELAND_19,AT,ICELAND_19_R_W,515,Atlantic
ICELAND_2,AT,ICELAND_2_L_W,515,Atlantic
ICELAND_20,AT,ICELAND_20_L_W,515,Atlantic
ICELAND_20,AT,ICELAND_20_R_W,515,Atlantic
ICELAND_21,AT,ICELAND_21_R_W,515,Atlantic
ICELAND_23,AT,ICELAND_23_R_W,515,Atlantic
ICELAND_24,AT,ICELAND_24_L_W,515,Atlantic
ICELAND_24,AT,ICELAND_24_R_W,515,Atlantic
ICELAND_25,AT,ICELAND_25_L_W,515,Atlantic
ICELAND_26,AT,ICELAND_26_L_W,515,Atlantic
ICELAND_26,AT,ICELAND_26_R_W,515,Atlantic
ICELAND_4,AT,ICELAND_4_L_W,515,Atlantic
ICELAND_4,AT,ICELAND_4_R_W,515,Atlantic
ICELAND_5,AT,ICELAND_5_R_W,515,Atlantic
ICELAND_5,AT,ICELAND_5_L_W,515,Atlantic
ICELAND_6,AT,ICELAND_6_L_W,515,Atlantic
ICELAND_7,AT,ICELAND_7_L_W,515,Atlantic
ICELAND_8,AT,ICELAND_8_L_W,515,Atlantic
ICELAND_9,AT,ICELAND_9_L_W,515,Atlantic
ICELAND_9,AT,ICELAND_9_R_W,515,Atlantic
IRE_10,AT,IRE_10_L_W,413,Atlantic
IRE_10,AT,IRE_10_R_W,413,Atlantic
IRE_11,AT,IRE_11_L_W,515,Atlantic
IRE_11,AT,IRE_11_R_W,515,Atlantic
IRE_13,AT,IRE_13_L_W,515,Atlantic
IRE_13,AT,IRE_13_R_W,515,Atlantic
IRE_14,AT,IRE_14_L_W,515,Atlantic
IRE_14,AT,IRE_14_R_W,515,Atlantic
IRE_15,AT,IRE_15_L_W,515,Atlantic
IRE_15,AT,IRE_15_R_W,515,Atlantic
IRE_16,AT,IRE_16_L_W,515,Atlantic
IRE_16,AT,IRE_16_R_W,515,Atlantic
IRE_17,AT,IRE_17_L_W,515,Atlantic
IRE_18,AT,IRE_18_R_W,515,Atlantic
IRE_19,AT,IRE_19_L_W,515,Atlantic
IRE_19,AT,IRE_19_R_W,515,Atlantic
IRE_1,AT,IRE_1_R_W,413,Atlantic
IRE_20,AT,IRE_20_L_W,515,Atlantic
IRE_20,AT,IRE_20_R_W,515,Atlantic
IRE_21,AT,IRE_21_L_W,515,Atlantic
IRE_21,AT,IRE_21_R_W,515,Atlantic
IRE_2,AT,IRE_2_L_W,413,Atlantic
IRE_3,AT,IRE_3_L_W,413,Atlantic
IRE_3,AT,IRE_3_R_W,413,Atlantic
IRE_4,AT,IRE_4_L_W,413,Atlantic
IRE_4,AT,IRE_4_R_W,413,Atlantic
IRE_5,AT,IRE_5_L_W,413,Atlantic
IRE_5,AT,IRE_5_R_W,413,Atlantic
IRE_6,AT,IRE_6_L_W,413,Atlantic
IRE_6,AT,IRE_6_R_W,413,Atlantic
IRE_7,AT,IRE_7_L_W,413,Atlantic
IRE_7,AT,IRE_7_R_W,413,Atlantic
IRE_8,AT,IRE_8_L_W,413,Atlantic
IRE_8,AT,IRE_8_R_W,413,Atlantic
IRE_9,AT,IRE_9_L_W,413,Atlantic
IRE_9,AT,IRE_9_R_W,413,Atlantic
KAR_23-261,AT,KAR_23-261_R_W,515,Atlantic
KAR_23-262,AT,KAR_23-262_L_W,515,Atlantic
KAR_23-263,AT,KAR_23-263_L_W,515,Atlantic
KAR_23-264,AT,KAR_23-264_L_W,515,Atlantic
KAR_23-265,AT,KAR_23-265_L_W,515,Atlantic
KOM_23-186,AT,KOM_23-186_L_W,515,Atlantic
KOM_23-186,AT,KOM_23-186_R_W,515,Atlantic
KOM_23-188,AT,KOM_23-188_L_W,515,Atlantic
KOM_23-188,AT,KOM_23-188_R_W,515,Atlantic
KOM_23-189,AT,KOM_23-189_L_W,515,Atlantic
KOM_23-190,AT,KOM_23-190_L_W,515,Atlantic
KOM_23-190,AT,KOM_23-190_R_W,515,Atlantic
KOM_23-191,AT,KOM_23-191_R_W,515,Atlantic
KOM_23-193,AT,KOM_23-193_R_W,515,Atlantic
KOM_23-194,AT,KOM_23-194_L_W,515,Atlantic
KOM_23-194,AT,KOM_23-194_R_W,515,Atlantic
KOM_23-196,AT,KOM_23-196_L_W,515,Atlantic
KOM_23-196,AT,KOM_23-196_R_W,515,Atlantic
KOM_23-198,AT,KOM_23-198_L_W,515,Atlantic
KOM_23-199,AT,KOM_23-199_L_W,515,Atlantic
KOM_23-199,AT,KOM_23-199_R_W,515,Atlantic
KOM_23-200,AT,KOM_23-200_L_W,515,Atlantic
KOM_23-201,AT,KOM_23-201_L_W,515,Atlantic
KOM_23-201,AT,KOM_23-201_R_W,515,Atlantic
KOM_23-202,AT,KOM_23-202_L_W,515,Atlantic
KOM_23-202,AT,KOM_23-202_R_W,515,Atlantic
KOM_23-203,AT,KOM_23-203_L_W,515,Atlantic
KOM_23-203,AT,KOM_23-203_R_W,515,Atlantic
KOM_23-204,AT,KOM_23-204_L_W,515,Atlantic
KOM_23-204,AT,KOM_23-204_R_W,515,Atlantic
KOM_23-205,AT,KOM_23-205_R_W,515,Atlantic
KOM_23-206,AT,KOM_23-206_L_W,515,Atlantic
KOM_23-206,AT,KOM_23-206_R_W,515,Atlantic
KOM_23-207,AT,KOM_23-207_R_W,515,Atlantic
KOM_23-208,AT,KOM_23-208_R_W,515,Atlantic
KOM_23-209,AT,KOM_23-209_L_W,515,Atlantic
KOM_23-209,AT,KOM_23-209_R_W,515,Atlantic
KOM_23-210,AT,KOM_23-210_L_W,515,Atlantic
KOM_23-211,AT,KOM_23-211_L_W,515,Atlantic
KOM_23-211,AT,KOM_23-211_R_W,515,Atlantic
KOM_23-213,AT,KOM_23-213_L_W,515,Atlantic
KOM_23-213,AT,KOM_23-213_R_W,515,Atlantic
KOM_23-214,AT,KOM_23-214_L_W,515,Atlantic
KOM_23-214,AT,KOM_23-214_R_W,515,Atlantic
KOM_23-215,AT,KOM_23-215_L_W,515,Atlantic
KOM_23-215,AT,KOM_23-215_R_W,515,Atlantic
LAK_23-46,AT,LAK_23-46_L_W,515,Atlantic
LAK_23-46,AT,LAK_23-46_R_W,515,Atlantic
LAK_23-47,AT,LAK_23-47_L_W,515,Atlantic
LAK_23-47,AT,LAK_23-47_R_W,515,Atlantic
LAK_23-48,AT,LAK_23-48_L_W,515,Atlantic
LAK_23-48,AT,LAK_23-48_R_W,515,Atlantic
LAK_23-49,AT,LAK_23-49_L_W,515,Atlantic
LAK_23-50,AT,LAK_23-50_L_W,515,Atlantic
LAK_23-50,AT,LAK_23-50_R_W,515,Atlantic
LAK_23-51,AT,LAK_23-51_L_W,515,Atlantic
LAK_23-51,AT,LAK_23-51_R_W,515,Atlantic
LAK_23-52,AT,LAK_23-52_L_W,515,Atlantic
LAK_23-52,AT,LAK_23-52_R_W,515,Atlantic
LAK_23-53,AT,LAK_23-53_L_W,515,Atlantic
LAK_23-55,AT,LAK_23-55_R_W,515,Atlantic
LAK_23-56,AT,LAK_23-56_L_W,515,Atlantic
LAK_23-58,AT,LAK_23-58_L_W,515,Atlantic
LAK_23-58,AT,LAK_23-58_R_W,515,Atlantic
LAK_23-59,AT,LAK_23-59_L_W,515,Atlantic
LAK_23-60,AT,LAK_23-60_L_W,515,Atlantic
LAK_23-60,AT,LAK_23-60_R_W,515,Atlantic
LAK_23-61,AT,LAK_23-61_L_W,515,Atlantic
LAK_23-61,AT,LAK_23-61_R_W,515,Atlantic
LAK_23-62,AT,LAK_23-62_L_W,515,Atlantic
LAK_23-62,AT,LAK_23-62_R_W,515,Atlantic
LAK_23-63,AT,LAK_23-63_R_W,515,Atlantic
LAK_23-64,AT,LAK_23-64_R_W,515,Atlantic
LAK_23-65,AT,LAK_23-65_L_W,515,Atlantic
LAK_23-65,AT,LAK_23-65_R_W,515,Atlantic
LAK_23-66,AT,LAK_23-66_L_W,515,Atlantic
LAK_23-66,AT,LAK_23-66_R_W,515,Atlantic
LAK_23-67,AT,LAK_23-67_L_W,515,Atlantic
LAK_23-68,AT,LAK_23-68_L_W,515,Atlantic
LAK_23-68,AT,LAK_23-68_R_W,515,Atlantic
LAK_23-69,AT,LAK_23-69_R_W,515,Atlantic
LAK_23-70,AT,LAK_23-70_L_W,515,Atlantic
LAK_23-70,AT,LAK_23-70_R_W,515,Atlantic
LAK_23-71,AT,LAK_23-71_L_W,515,Atlantic
LAK_23-71,AT,LAK_23-71_R_W,515,Atlantic
LAK_23-73,AT,LAK_23-73_L_W,515,Atlantic
LAK_23-74,AT,LAK_23-74_L_W,515,Atlantic
LAK_23-74,AT,LAK_23-74_R_W,515,Atlantic
LAK_23-75,AT,LAK_23-75_L_W,515,Atlantic
LAK_23-75,AT,LAK_23-75_R_W,515,Atlantic
MUN_23-266,AT,MUN_23-266_L_W,515,Atlantic
MUN_23-267,AT,MUN_23-267_R_W,515,Atlantic
MUN_23-268,AT,MUN_23-268_L_W,515,Atlantic
MUN_23-268,AT,MUN_23-268_R_W,515,Atlantic
MUN_23-269,AT,MUN_23-269_L_W,515,Atlantic
MUN_23-269,AT,MUN_23-269_R_W,515,Atlantic
MUN_23-270,AT,MUN_23-270_L_W,515,Atlantic
MUN_23-270,AT,MUN_23-270_R_W,515,Atlantic
MUN_23-272,AT,MUN_23-272_L_W,515,Atlantic
MUN_23-272,AT,MUN_23-272_R_W,515,Atlantic
MUN_23-274,AT,MUN_23-274_R_W,515,Atlantic
MUN_23-275,AT,MUN_23-275_R_W,515,Atlantic
MUN_23-276,AT,MUN_23-276_L_W,515,Atlantic
MUN_23-277,AT,MUN_23-277_L_W,515,Atlantic
MUN_23-277,AT,MUN_23-277_R_W,515,Atlantic
MUN_23-278,AT,MUN_23-278_L_W,515,Atlantic
MUN_23-278,AT,MUN_23-278_R_W,515,Atlantic
MUN_23-279,AT,MUN_23-279_R_W,515,Atlantic
MUN_23-281,AT,MUN_23-281_L_W,515,Atlantic
MUN_23-281,AT,MUN_23-281_R_W,515,Atlantic
MUN_23-283,AT,MUN_23-283_R_W,515,Atlantic
MUN_23-284,AT,MUN_23-284_L_W,515,Atlantic
MUN_23-286,AT,MUN_23-286_R_W,515,Atlantic
MUN_23-288,AT,MUN_23-288_L_W,515,Atlantic
MUN_23-289,AT,MUN_23-289_L_W,515,Atlantic
MUN_23-289,AT,MUN_23-289_R_W,515,Atlantic
MUN_23-290,AT,MUN_23-290_L_W,515,Atlantic
MUN_23-291,AT,MUN_23-291_L_W,515,Atlantic
MUN_23-291,AT,MUN_23-291_R_W,515,Atlantic
OYKEL_1,AT,OYKEL_1_L_W,515,Atlantic
OYKEL_1,AT,OYKEL_1_R_W,515,Atlantic
OYKEL_2,AT,OYKEL_2_L_W,515,Atlantic
OYKEL_2,AT,OYKEL_2_R_W,515,Atlantic
PL23_11,AT,PL23_11_L_W,515,Atlantic
PL23_11,AT,PL23_11_R_W,515,Atlantic
PL23_12,AT,PL23_12_L_W,515,Atlantic
PL23_12,AT,PL23_12_R_W,515,Atlantic
PL23_13,AT,PL23_13_L_W,515,Atlantic
PL23_13,AT,PL23_13_R_W,515,Atlantic
PL23_14,AT,PL23_14_L_W,515,Atlantic
PL23_14,AT,PL23_14_R_W,515,Atlantic
PL23_15,AT,PL23_15_L_W,515,Atlantic
PL23_15,AT,PL23_15_R_W,515,Atlantic
PL23_16,AT,PL23_16_L_W,515,Atlantic
PL23_17,AT,PL23_17_L_W,515,Atlantic
PL23_17,AT,PL23_17_R_W,515,Atlantic
PL23_18,AT,PL23_18_R_W,515,Atlantic
PL23_19,AT,PL23_19_R_W,515,Atlantic
PL23_20,AT,PL23_20_L_W,515,Atlantic
PL23_20,AT,PL23_20_R_W,515,Atlantic
PL23_21,AT,PL23_21_L_W,515,Atlantic
PL23_21,AT,PL23_21_R_W,515,Atlantic
PL23_22,AT,PL23_22_L_W,515,Atlantic
PL23_22,AT,PL23_22_R_W,515,Atlantic
PL23_8,AT,PL23_8_L_W,515,Atlantic
PL23_8,AT,PL23_8_R_W,515,Atlantic
PL23_9,AT,PL23_9_L_W,515,Atlantic
PL23_9,AT,PL23_9_R_W,515,Atlantic
REP_23-1,AT,REP_23-1_L_W,515,Atlantic
REP_23-1,AT,REP_23-1_R_W,515,Atlantic
REP_23-10,AT,REP_23-10_L_W,515,Atlantic
REP_23-11,AT,REP_23-11_L_W,515,Atlantic
REP_23-11,AT,REP_23-11_R_W,515,Atlantic
REP_23-12,AT,REP_23-12_L_W,515,Atlantic
REP_23-12,AT,REP_23-12_R_W,515,Atlantic
REP_23-14,AT,REP_23-14_R_W,515,Atlantic
REP_23-15,AT,REP_23-15_L_W,515,Atlantic
REP_23-15,AT,REP_23-15_R_W,515,Atlantic
REP_23-16,AT,REP_23-16_L_W,515,Atlantic
REP_23-16,AT,REP_23-16_R_W,515,Atlantic
REP_23-2,AT,REP_23-2_L_W,515,Atlantic
REP_23-32,AT,REP_23-32_L_W,515,Atlantic
REP_23-32,AT,REP_23-32_R_W,515,Atlantic
REP_23-33,AT,REP_23-33_R_W,515,Atlantic
REP_23-34,AT,REP_23-34_L_W,515,Atlantic
REP_23-34,AT,REP_23-34_R_W,515,Atlantic
REP_23-35,AT,REP_23-35_R_W,515,Atlantic
REP_23-36,AT,REP_23-36_L_W,515,Atlantic
REP_23-36,AT,REP_23-36_R_W,515,Atlantic
REP_23-37,AT,REP_23-37_L_W,515,Atlantic
REP_23-37,AT,REP_23-37_R_W,515,Atlantic
REP_23-38,AT,REP_23-38_L_W,515,Atlantic
REP_23-4,AT,REP_23-4_R_W,515,Atlantic
REP_23-40,AT,REP_23-40_L_W,515,Atlantic
REP_23-40,AT,REP_23-40_R_W,515,Atlantic
REP_23-41,AT,REP_23-41_L_W,515,Atlantic
REP_23-41,AT,REP_23-41_R_W,515,Atlantic
REP_23-43,AT,REP_23-43_L_W,515,Atlantic
REP_23-44,AT,REP_23-44_L_W,515,Atlantic
REP_23-45,AT,REP_23-45_L_W,515,Atlantic
REP_23-45,AT,REP_23-45_R_W,515,Atlantic
REP_23-5,AT,REP_23-5_R_W,515,Atlantic
REP_23-6,AT,REP_23-6_L_W,515,Atlantic
REP_23-6,AT,REP_23-6_R_W,515,Atlantic
REP_23-7,AT,REP_23-7_L_W,515,Atlantic
REP_23-7,AT,REP_23-7_R_W,515,Atlantic
REP_23-8,AT,REP_23-8_L_W,515,Atlantic
REP_23-8,AT,REP_23-8_R_W,515,Atlantic
SKA_23-216,AT,SKA_23-216_L_W,515,Atlantic
SKA_23-217,AT,SKA_23-217_R_W,515,Atlantic
SKA_23-219,AT,SKA_23-219_R_W,515,Atlantic
SKA_23-220,AT,SKA_23-220_L_W,515,Atlantic
SKA_23-220,AT,SKA_23-220_R_W,515,Atlantic
SKA_23-221,AT,SKA_23-221_L_W,515,Atlantic
SKA_23-221,AT,SKA_23-221_R_W,515,Atlantic
SKA_23-222,AT,SKA_23-222_L_W,515,Atlantic
SKA_23-222,AT,SKA_23-222_R_W,515,Atlantic
SKA_23-223,AT,SKA_23-223_L_W,515,Atlantic
SKA_23-223,AT,SKA_23-223_R_W,515,Atlantic
SKA_23-224,AT,SKA_23-224_L_W,515,Atlantic
SKA_23-225,AT,SKA_23-225_L_W,515,Atlantic
SKA_23-225,AT,SKA_23-225_R_W,515,Atlantic
SKA_23-226,AT,SKA_23-226_R_W,515,Atlantic
SKA_23-227,AT,SKA_23-227_L_W,515,Atlantic
SKA_23-227,AT,SKA_23-227_R_W,515,Atlantic
SKA_23-228,AT,SKA_23-228_L_W,515,Atlantic
SKA_23-229,AT,SKA_23-229_L_W,515,Atlantic
SKA_23-231,AT,SKA_23-231_L_W,515,Atlantic
SKA_23-231,AT,SKA_23-231_R_W,515,Atlantic
SKA_23-232,AT,SKA_23-232_R_W,515,Atlantic
SKA_23-233,AT,SKA_23-233_L_W,515,Atlantic
SKA_23-233,AT,SKA_23-233_R_W,515,Atlantic
SKA_23-235,AT,SKA_23-235_L_W,515,Atlantic
SKA_23-236,AT,SKA_23-236_L_W,515,Atlantic
SKA_23-237,AT,SKA_23-237_L_W,515,Atlantic
SKA_23-238,AT,SKA_23-238_R_W,515,Atlantic
SKA_23-239,AT,SKA_23-239_R_W,515,Atlantic
SKA_23-241,AT,SKA_23-241_L_W,515,Atlantic
SKA_23-241,AT,SKA_23-241_R_W,515,Atlantic
SKA_23-242,AT,SKA_23-242_L_W,515,Atlantic
SKA_23-242,AT,SKA_23-242_R_W,515,Atlantic
SKA_23-244,AT,SKA_23-244_L_W,515,Atlantic
SKA_23-245,AT,SKA_23-245_L_W,515,Atlantic
STA_23-100,AT,STA_23-100_L_W,515,Atlantic
STA_23-100,AT,STA_23-100_R_W,515,Atlantic
STA_23-101,AT,STA_23-101_L_W,515,Atlantic
STA_23-101,AT,STA_23-101_R_W,515,Atlantic
STA_23-102,AT,STA_23-102_L_W,515,Atlantic
STA_23-102,AT,STA_23-102_R_W,515,Atlantic
STA_23-103,AT,STA_23-103_R_W,515,Atlantic
STA_23-104,AT,STA_23-104_L_W,515,Atlantic
STA_23-105,AT,STA_23-105_L_W,515,Atlantic
STA_23-105,AT,STA_23-105_R_W,515,Atlantic
STA_23-76,AT,STA_23-76_R_W,515,Atlantic
STA_23-77,AT,STA_23-77_L_W,515,Atlantic
STA_23-77,AT,STA_23-77_R_W,515,Atlantic
STA_23-79,AT,STA_23-79_L_W,515,Atlantic
STA_23-80,AT,STA_23-80_L_W,515,Atlantic
STA_23-81,AT,STA_23-81_L_W,515,Atlantic
STA_23-81,AT,STA_23-81_R_W,515,Atlantic
STA_23-83,AT,STA_23-83_L_W,515,Atlantic
STA_23-83,AT,STA_23-83_R_W,515,Atlantic
STA_23-85,AT,STA_23-85_L_W,515,Atlantic
STA_23-85,AT,STA_23-85_R_W,515,Atlantic
STA_23-86,AT,STA_23-86_L_W,515,Atlantic
STA_23-86,AT,STA_23-86_R_W,515,Atlantic
STA_23-87,AT,STA_23-87_L_W,515,Atlantic
STA_23-87,AT,STA_23-87_R_W,515,Atlantic
STA_23-88,AT,STA_23-88_L_W,515,Atlantic
STA_23-89,AT,STA_23-89_L_W,515,Atlantic
STA_23-89,AT,STA_23-89_R_W,515,Atlantic
STA_23-90,AT,STA_23-90_L_W,515,Atlantic
STA_23-90,AT,STA_23-90_R_W,515,Atlantic
STA_23-91,AT,STA_23-91_L_W,515,Atlantic
STA_23-91,AT,STA_23-91_R_W,515,Atlantic
STA_23-92,AT,STA_23-92_R_W,515,Atlantic
STA_23-93,AT,STA_23-93_L_W,515,Atlantic
STA_23-93,AT,STA_23-93_R_W,515,Atlantic
STA_23-94,AT,STA_23-94_L_W,515,Atlantic
STA_23-94,AT,STA_23-94_R_W,515,Atlantic
STA_23-95,AT,STA_23-95_L_W,515,Atlantic
STA_23-95,AT,STA_23-95_R_W,515,Atlantic
STA_23-96,AT,STA_23-96_R_W,515,Atlantic
STA_23-97,AT,STA_23-97_L_W,515,Atlantic
STA_23-97,AT,STA_23-97_R_W,515,Atlantic
STA_23-98,AT,STA_23-98_L_W,515,Atlantic
STA_23-98,AT,STA_23-98_R_W,515,Atlantic
STA_23-99,AT,STA_23-99_L_W,515,Atlantic
STA_23-99,AT,STA_23-99_R_W,515,Atlantic
TAN_23-127,AT,TAN_23-127_L_W,515,Atlantic
TAN_23-127,AT,TAN_23-127_R_W,515,Atlantic
TAN_23-128,AT,TAN_23-128_L_W,515,Atlantic
TAN_23-128,AT,TAN_23-128_R_W,515,Atlantic
TAN_23-129,AT,TAN_23-129_L_W,515,Atlantic
TAN_23-129,AT,TAN_23-129_R_W,515,Atlantic
TAN_23-130,AT,TAN_23-130_L_W,515,Atlantic
TAN_23-130,AT,TAN_23-130_R_W,515,Atlantic
TAN_23-131,AT,TAN_23-131_L_W,515,Atlantic
TAN_23-131,AT,TAN_23-131_R_W,515,Atlantic
TAN_23-132,AT,TAN_23-132_L_W,515,Atlantic
TAN_23-132,AT,TAN_23-132_R_W,515,Atlantic
TAN_23-133,AT,TAN_23-133_L_W,515,Atlantic
TAN_23-134,AT,TAN_23-134_R_W,515,Atlantic
TAN_23-135,AT,TAN_23-135_L_W,515,Atlantic
TAN_23-135,AT,TAN_23-135_R_W,515,Atlantic
TAN_23-136,AT,TAN_23-136_L_W,515,Atlantic
TAN_23-136,AT,TAN_23-136_R_W,515,Atlantic
TAN_23-137,AT,TAN_23-137_L_W,515,Atlantic
TAN_23-137,AT,TAN_23-137_R_W,515,Atlantic
TAN_23-138,AT,TAN_23-138_L_W,515,Atlantic
TAN_23-138,AT,TAN_23-138_R_W,515,Atlantic
TAN_23-139,AT,TAN_23-139_L_W,515,Atlantic
TAN_23-140,AT,TAN_23-140_L_W,515,Atlantic
TAN_23-140,AT,TAN_23-140_R_W,515,Atlantic
THURSD_1,AT,THURSD_1_L_W,515,Atlantic
THURSD_1,AT,THURSD_1_R_W,515,Atlantic
THURSD_2,AT,THURSD_2_L_W,515,Atlantic
THURSD_2,AT,THURSD_2_R_W,515,Atlantic
THURSD_3,AT,THURSD_3_L_W,515,Atlantic
THURSD_3,AT,THURSD_3_R_W,515,Atlantic
THURSD_4,AT,THURSD_4_L_W,515,Atlantic
THURSD_4,AT,THURSD_4_R_W,515,Atlantic
THURSD_5,AT,THURSD_5_L_W,515,Atlantic
THURSD_5,AT,THURSD_5_R_W,515,Atlantic
THURSD_6,AT,THURSD_6_R_W,515,Atlantic
THURSD_9,AT,THURSD_9_R_W,515,Atlantic
VES_23-172,AT,VES_23-172_L_W,515,Atlantic
VES_23-172,AT,VES_23-172_R_W,515,Atlantic
VES_23-173,AT,VES_23-173_R_W,515,Atlantic
VES_23-174,AT,VES_23-174_L_W,515,Atlantic
VES_23-174,AT,VES_23-174_R_W,515,Atlantic
VES_23-177,AT,VES_23-177_L_W,515,Atlantic
VES_23-178,AT,VES_23-178_L_W,515,Atlantic
VES_23-179,AT,VES_23-179_L_W,515,Atlantic
VES_23-179,AT,VES_23-179_R_W,515,Atlantic
VES_23-180,AT,VES_23-180_L_W,515,Atlantic
VES_23-180,AT,VES_23-180_R_W,515,Atlantic
